"so_domain","so_nbr","so_ship","sod_line","sod_site","sod_due_date","sod_qty_ord","sod_price","sod_disc_pct","ad_name_src","ad_line1_src","ad_line2_src","ad_city_src","ad_state_src","ad_zip_src","ad_county_src","ad_ctry_src","ad_country_src","ad_name_dest","ad_line1_dest","ad_line2_dest","ad_city_dest","ad_state_dest","ad_zip_dest","ad_county_dest","ad_ctry_dest","ad_country_dest"
"10USA","10S11159","10-100",2,"10-300",09/09/15,20,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11160","10C1005A",1,"10-100",09/09/15,2,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11160","10C1005A",2,"10-100",09/09/15,2,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11161","10-100",1,"10-300",09/09/15,2,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11161","10-100",2,"10-300",09/09/15,5,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11162","10C1005A",1,"10-100",09/09/15,1,22,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11163","10C1005A",1,"10-100",09/09/15,0,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11164","10C1005A",1,"10-100",09/09/15,1,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11165","10C1005A",1,"10-100",09/09/15,1,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11165","10C1005A",2,"10-100",09/09/15,1,22,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11166","10C1005A",1,"10-100",09/09/15,2,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11167","10C1005A",1,"10-100",09/09/15,1,22,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11167","10C1005A",2,"10-100",09/09/15,1,2500,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11169","10C1005",1,"10-100",09/09/15,3,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","566 Rockland Boulevard","","Rockland","NJ","21216","","USA","USA"
"10USA","10S11170","10c1001",1,"10-100",09/09/15,1,22,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"10USA","10S11170","10c1001",2,"10-100",09/09/15,2,5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"10USA","10S11170","10c1001",3,"10-100",09/09/15,1,22,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"10USA","10S11170","10c1001",4,"10-100",09/09/15,1,22,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"10USA","10S11170","10c1001",5,"10-100",09/09/15,1,22,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"10USA","10S11170","10c1001",6,"10-100",09/09/15,1,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","MediLogic","827 Starview Way","","Bridgewater","NJ","08807","","USA","USA"
"10USA","10S11171","8",1,"10-300",09/09/15,1,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","566 Rockland Boulevard","","Rockland","NJ","21216","","USA","USA - TAX PURPOSE"
"10USA","10S11173","10C1005A",1,"10-100",09/09/15,1,22,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11177","10C1005A",1,"10-100",09/09/15,1,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11178","10C1005A",1,"10-100",09/09/15,1,22,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11179","10-100",2,"10-300",09/09/15,5,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11179","10-100",3,"10-300",09/09/15,1,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11180","10C1005A",1,"10-301",09/09/15,0,5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11180","10C1005A",2,"10-100",09/09/15,0,0,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11181","10C1005A",1,"10-100",09/09/15,1,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11182","10C1005A",1,"10-100",09/09/15,0,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11182","10C1005A",2,"10-100",09/09/15,0,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11183","10C1005A",1,"10-100",09/09/15,10,2000,20,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11184","10C1005A",2,"10-100",09/09/15,20,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11186","10c1002",1,"10-100",09/09/15,1,2500,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"10USA","10S11187","10-100",1,"10-300",09/09/15,10,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11187","10-100",2,"10-300",09/09/15,20,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11188","10C1005A",2,"10-100",09/09/15,2,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11189","10-100",1,"10-300",09/09/15,2,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11189","10-100",2,"10-300",09/09/15,2,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11191","10c1002",1,"10-100",09/09/15,1,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Houston Automotive Group","801 Louisiana, Suite 700","","Houston","TX","77002","","USA","USA - TAX PURPOSE"
"10USA","10S11194","10C1005A",1,"10-100",09/09/15,2,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11194","10C1005A",2,"10-100",09/09/15,1,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11195","10C1001z",1,"10-100",09/09/15,1,5080.5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","12345 LJZ","","","Shanghai","","","","CN","CHINA"
"10USA","10S11196","10C1005A",1,"10-100",09/09/15,5,0,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11199","10C1005A",1,"10-100",09/09/15,10,198,1,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11200","10C1005A",1,"10-100",09/10/15,0,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11200","10C1005A",2,"10-100",09/10/15,0,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11201","10C1005A",1,"10-100",09/10/15,0,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11201","10C1005A",2,"10-100",09/10/15,0,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11202","10-100",1,"10-300",09/09/15,2,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11202","10-100",2,"10-300",09/09/15,1,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11203","10C1005A",2,"10-100",09/10/15,0,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11204","10C1005A",2,"10-100",09/10/15,0,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11205","10-100",1,"10-300",09/10/15,1,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11205","10-100",2,"10-300",09/10/15,1,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11206","10-100",1,"10-300",09/10/15,1,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11206","10-100",2,"10-300",09/10/15,1,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11207","10c1000",1,"10-300",09/10/15,1,9.5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Wal-Mart","702 S.W. 8th Street","Waterfront","Bentonville","AR","72716","","USA","USA - TAX PURPOSE"
"10USA","10S11207","10c1000",2,"10-100",09/10/15,1,4570,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Wal-Mart","702 S.W. 8th Street","Waterfront","Bentonville","AR","72716","","USA","USA - TAX PURPOSE"
"10USA","10S11208","10C1003",1,"10-100",09/10/15,1,4341.5,5,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11208","10C1003",2,"10-100",09/10/15,1,0,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11208","10C1003",3,"10-100",09/10/15,2,9.5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11209","10C1003",1,"10-100",09/10/15,1,122,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11209","10C1003",2,"10-100",09/10/15,1,1320,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11212","10C1003",1,"10-100",09/10/15,1,4341.5,5,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11212","10C1003",2,"10-100",09/10/15,2,9.5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11212","10C1003",3,"10-100",09/10/15,1,0,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11214","10-100",1,"10-100",09/10/15,1,2500,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11214","10-100",2,"10-100",09/10/15,1,2500,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11215","10C3004",1,"10-100",09/10/15,5,122,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Price Chopper","501 Duanesburg Road","","Schenectady","NY","12306","","USA","USA - TAX PURPOSE"
"10USA","10S11216","10C3004",1,"10-100",09/10/15,5,122,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Price Chopper","501 Duanesburg Road","","Schenectady","NY","12306","","USA","USA - TAX PURPOSE"
"10USA","10S11217","10C1003",1,"10-100",09/10/15,10,122,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11217","10C1003",2,"10-100",09/10/15,10,122,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11217","10C1003",3,"10-100",09/10/15,1,1320,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11219","10-100",1,"10-100",09/10/15,1,286,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11220","10-100",1,"10-100",09/10/15,1,286,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11223","10C1005A",1,"10-100",09/11/15,1,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11223","10C1005A",2,"10-100",09/11/15,1,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11224","10C1005A",1,"10-100",09/11/15,1,100,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11225","10-100",1,"10-300",09/11/15,1,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11225","10-100",2,"10-300",09/11/15,1,90,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11227","10C1003",1,"10-100",09/11/15,1,4341.5,5,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11233","10-100",1,"10-100",09/11/15,100,800,20,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11238","10c1003",1,"10-100",09/11/15,1,5080.5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11248","10c1003",1,"10-100",09/11/15,1,203.5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11250","10c1003",1,"10-100",09/11/15,1,4341.5,5,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11251","10C1001z",1,"10-100",09/11/15,1,7.95,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","12345 LJZ","","","Shanghai","","","","CN","CHINA"
"10USA","10S11252","10-100",1,"10-300",09/11/15,1,7.5525,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11258","10-100",1,"10-100",09/12/15,1,5.99,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11258","10-100",2,"10-100",09/12/15,1,5.99,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
"10USA","10S11260","10C1005A",1,"10-100",09/12/15,1,2500,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Rockland Industrial Company","100 Liberty Circle","","Doylestown","PA","11345","","USA","USA - TAX PURPOSE"
"10USA","10S11261","10c1000",1,"10-300",09/12/15,0,9.5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Wal-Mart","702 S.W. 8th Street","Waterfront","Bentonville","AR","72716","","USA","USA - TAX PURPOSE"
"10USA","10S11263","10C1003",1,"10-100",09/12/15,1,4341.5,5,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11263","10C1003",2,"10-100",09/12/15,1,5080.5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11263","10C1003",3,"10-100",09/12/15,1,5080.5,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11265","10C1003",1,"10-100",09/12/15,1,0,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","Pacific Health Care Systems","600 Calle de Los Caminos","","Los Angeles","CA","90212","Los Angeles","USA","USA - TAX PURPOSE"
"10USA","10S11266","10-100",1,"10-100",09/12/15,0,2500,0,"QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE","QMI -USA Division","30 Ridgedale Avenue","","East Hanover","NJ","07950","","USA","USA - TAX PURPOSE"
